TimeStamp,Ether
2017-08-30 11:30:00,374.6
2017-08-30 11:45:00,376.0
2017-08-30 12:00:00,373.01
2017-08-30 12:15:00,371.62
2017-08-30 12:30:00,378.61
2017-08-30 12:45:00,382.2
2017-08-30 13:00:00,382.01
2017-08-30 13:15:00,380.0
2017-08-30 13:30:00,378.11
2017-08-30 13:45:00,379.37
2017-08-30 14:00:00,379.78
2017-08-30 14:15:00,376.41
2017-08-30 14:30:00,377.58
2017-08-30 14:45:00,375.95
2017-08-30 15:00:00,376.2
2017-08-30 15:15:00,376.2
2017-08-30 15:30:00,376.76
2017-08-30 15:45:00,377.75
2017-08-30 16:00:00,379.38
2017-08-31 09:30:00,381.64
2017-08-31 09:45:00,380.26
2017-08-31 10:00:00,379.59
2017-08-31 10:15:00,381.19
2017-08-31 10:30:00,381.99
2017-08-31 10:45:00,383.41
2017-08-31 11:00:00,384.59
2017-08-31 11:15:00,383.69
2017-08-31 11:30:00,384.91
2017-08-31 11:45:00,384.75
2017-08-31 12:00:00,385.82
2017-08-31 12:15:00,386.71
2017-08-31 12:30:00,386.5
2017-08-31 12:45:00,384.2
2017-08-31 13:00:00,387.0
2017-08-31 13:15:00,387.58
2017-08-31 13:30:00,386.5
2017-08-31 13:45:00,386.72
2017-08-31 14:00:00,387.25
2017-08-31 14:15:00,388.0
2017-08-31 14:30:00,387.01
2017-08-31 14:45:00,387.05
2017-08-31 15:00:00,387.14
2017-08-31 15:15:00,386.87
2017-08-31 15:30:00,385.51
2017-08-31 15:45:00,386.67
2017-08-31 16:00:00,384.38
2017-09-01 09:30:00,390.48
2017-09-01 09:45:00,390.23
2017-09-01 10:00:00,389.02
2017-09-01 10:15:00,387.46
2017-09-01 10:30:00,387.46
2017-09-01 10:45:00,389.44
2017-09-01 11:00:00,389.88
2017-09-01 11:15:00,389.7
2017-09-01 11:30:00,389.14
2017-09-01 11:45:00,389.5
2017-09-01 12:00:00,389.56
2017-09-01 12:15:00,389.18
2017-09-01 12:30:00,388.59
2017-09-01 12:45:00,389.35
2017-09-01 13:00:00,390.0
2017-09-01 13:15:00,390.01
2017-09-01 13:30:00,390.01
2017-09-01 13:45:00,390.6
2017-09-01 14:00:00,390.78
2017-09-01 14:15:00,388.81
2017-09-01 14:30:00,387.58
2017-09-01 14:45:00,388.52
2017-09-01 15:00:00,388.39
2017-09-01 15:15:00,388.77
2017-09-01 15:30:00,386.2
2017-09-01 15:45:00,388.75
2017-09-01 16:00:00,387.91
2017-09-04 09:30:00,300.06
2017-09-04 09:45:00,308.92
2017-09-04 10:00:00,310.2
2017-09-04 10:15:00,308.06
2017-09-04 10:30:00,313.55
2017-09-04 10:45:00,310.0
2017-09-04 11:00:00,303.17
2017-09-04 11:15:00,296.05
2017-09-04 11:30:00,286.15
2017-09-04 11:45:00,291.06
2017-09-04 12:00:00,286.35
2017-09-04 12:15:00,281.65
2017-09-04 12:30:00,283.65
2017-09-04 12:45:00,287.0
2017-09-04 13:00:00,280.15
2017-09-04 13:15:00,288.87
2017-09-04 13:30:00,293.01
2017-09-04 13:45:00,292.59
2017-09-04 14:00:00,291.63
2017-09-04 14:15:00,285.14
2017-09-04 14:30:00,288.0
2017-09-04 14:45:00,286.55
2017-09-04 15:00:00,279.93
2017-09-04 15:15:00,277.01
2017-09-04 15:30:00,270.17
2017-09-04 15:45:00,271.19
2017-09-04 16:00:00,268.93
2017-09-05 09:30:00,286.21
2017-09-05 09:45:00,289.98
2017-09-05 10:00:00,289.92
2017-09-05 10:15:00,296.03
2017-09-05 10:30:00,293.82
2017-09-05 10:45:00,291.26
2017-09-05 11:00:00,292.01
2017-09-05 11:15:00,292.22
2017-09-05 11:30:00,293.56
2017-09-05 11:45:00,296.0
2017-09-05 12:00:00,295.79
2017-09-05 12:15:00,298.3
2017-09-05 12:30:00,302.1
2017-09-05 12:45:00,302.99
2017-09-05 13:00:00,298.37
2017-09-05 13:15:00,300.01
2017-09-05 13:30:00,297.82
2017-09-05 13:45:00,299.32
2017-09-05 14:00:00,301.66
2017-09-05 14:15:00,298.01
2017-09-05 14:30:00,298.67
2017-09-05 14:45:00,297.58
2017-09-05 15:00:00,298.99
2017-09-05 15:15:00,294.65
2017-09-05 15:30:00,297.3
2017-09-05 15:45:00,290.0
2017-09-05 16:00:00,290.07
2017-09-06 09:30:00,329.99
2017-09-06 09:45:00,328.87
2017-09-06 10:00:00,324.82
2017-09-06 10:15:00,322.52
2017-09-06 10:30:00,323.69
