TimeStamp,AAPL
2020-11-12 12:20:00,119.965
2020-11-12 12:30:00,119.65
2020-11-12 12:40:00,119.835
2020-11-12 12:50:00,119.2699
2020-11-12 13:00:00,119.4901
2020-11-12 13:10:00,119.38
2020-11-12 13:20:00,119.24
2020-11-12 13:30:00,118.9403
2020-11-12 13:40:00,119.005
2020-11-12 13:50:00,118.635
2020-11-12 14:00:00,119.135
2020-11-12 14:10:00,119.0
2020-11-12 14:20:00,118.8163
2020-11-12 14:30:00,118.88
2020-11-12 14:40:00,118.85
2020-11-12 14:50:00,118.715
2020-11-12 15:00:00,119.0901
2020-11-12 15:10:00,119.15
2020-11-12 15:20:00,119.33
2020-11-12 15:30:00,119.0799
2020-11-12 15:40:00,119.2401
2020-11-12 15:50:00,119.0
2020-11-12 16:00:00,119.27
2020-11-13 09:30:00,119.21
2020-11-13 09:40:00,119.2
2020-11-13 09:50:00,118.675
2020-11-13 10:00:00,118.395
2020-11-13 10:10:00,118.185
2020-11-13 10:20:00,118.4619
2020-11-13 10:30:00,118.685
2020-11-13 10:40:00,118.17
2020-11-13 10:50:00,118.46
2020-11-13 11:00:00,118.04
2020-11-13 11:10:00,118.105
2020-11-13 11:20:00,118.3472
2020-11-13 11:30:00,118.25
2020-11-13 11:40:00,118.17
2020-11-13 11:50:00,118.544
2020-11-13 12:00:00,118.72
2020-11-13 12:10:00,118.735
2020-11-13 12:20:00,118.76
2020-11-13 12:30:00,118.77
2020-11-13 12:40:00,118.7999
2020-11-13 12:50:00,118.9708
2020-11-13 13:00:00,118.965
2020-11-13 13:10:00,119.0252
2020-11-13 13:20:00,119.1402
2020-11-13 13:30:00,119.035
2020-11-13 13:40:00,118.895
2020-11-13 13:50:00,118.631
2020-11-13 14:00:00,118.58
2020-11-13 14:10:00,118.56
2020-11-13 14:20:00,118.435
2020-11-13 14:30:00,118.5
2020-11-13 14:40:00,118.63
2020-11-13 14:50:00,118.54
2020-11-13 15:00:00,118.8608
2020-11-13 15:10:00,118.94
2020-11-13 15:20:00,118.9658
2020-11-13 15:30:00,119.18
2020-11-13 15:40:00,119.34
2020-11-13 15:50:00,119.31
2020-11-13 16:00:00,119.43
2020-11-16 09:30:00,119.26
2020-11-16 09:40:00,119.23
2020-11-16 09:50:00,119.9645
2020-11-16 10:00:00,119.945
2020-11-16 10:10:00,120.1771
2020-11-16 10:20:00,120.12
2020-11-16 10:30:00,120.48
2020-11-16 10:40:00,120.466
2020-11-16 10:50:00,120.24
2020-11-16 11:00:00,120.6741
2020-11-16 11:10:00,120.62
2020-11-16 11:20:00,120.4025
2020-11-16 11:30:00,120.47
2020-11-16 11:40:00,120.4971
2020-11-16 11:50:00,120.52
2020-11-16 12:00:00,120.75
2020-11-16 12:10:00,120.8257
2020-11-16 12:20:00,120.71
2020-11-16 12:30:00,120.645
2020-11-16 12:40:00,120.6406
2020-11-16 12:50:00,120.635
2020-11-16 13:00:00,120.44
2020-11-16 13:10:00,120.5001
2020-11-16 13:20:00,120.56
2020-11-16 13:30:00,120.185
2020-11-16 13:40:00,120.345
2020-11-16 13:50:00,120.07
2020-11-16 14:00:00,120.23
2020-11-16 14:10:00,120.12
2020-11-16 14:20:00,120.175
2020-11-16 14:30:00,120.3108
2020-11-16 14:40:00,120.047
2020-11-16 14:50:00,119.915
2020-11-16 15:00:00,119.905
2020-11-16 15:10:00,119.7821
2020-11-16 15:20:00,119.9
2020-11-16 15:30:00,119.9241
2020-11-16 15:40:00,119.976
2020-11-16 15:50:00,119.89
2020-11-16 16:00:00,120.28
2020-11-17 09:30:00,120.3
2020-11-17 09:40:00,119.9801
2020-11-17 09:50:00,119.36
2020-11-17 10:00:00,119.1302
2020-11-17 10:10:00,119.5202
2020-11-17 10:20:00,119.6352
2020-11-17 10:30:00,119.85
2020-11-17 10:40:00,119.9
2020-11-17 10:50:00,120.13
2020-11-17 11:00:00,120.37
2020-11-17 11:10:00,120.26
2020-11-17 11:20:00,120.045
2020-11-17 11:30:00,119.83
2020-11-17 11:40:00,119.86
2020-11-17 11:50:00,119.8001
2020-11-17 12:00:00,120.215
2020-11-17 12:10:00,120.1732
2020-11-17 12:20:00,120.17
2020-11-17 12:30:00,120.205
2020-11-17 12:40:00,120.385
2020-11-17 12:50:00,120.3619
2020-11-17 13:00:00,120.48
2020-11-17 13:10:00,120.52
2020-11-17 13:20:00,120.5
2020-11-17 13:30:00,120.48
2020-11-17 13:40:00,120.407
2020-11-17 13:50:00,120.355
2020-11-17 14:00:00,120.36
2020-11-17 14:10:00,120.535
2020-11-17 14:20:00,120.4699
2020-11-17 14:30:00,120.3
2020-11-17 14:40:00,120.51
2020-11-17 14:50:00,120.1802
2020-11-17 15:00:00,120.0009
2020-11-17 15:10:00,119.9184
2020-11-17 15:20:00,119.895
2020-11-17 15:30:00,119.77
2020-11-17 15:40:00,119.77
2020-11-17 15:50:00,119.67
2020-11-17 16:00:00,119.3634
2020-11-18 09:30:00,119.39
2020-11-18 09:40:00,119.09
2020-11-18 09:50:00,119.12
2020-11-18 10:00:00,118.79
2020-11-18 10:10:00,118.5589
2020-11-18 10:20:00,118.77
2020-11-18 10:30:00,119.0
2020-11-18 10:40:00,118.925
2020-11-18 10:50:00,119.32
2020-11-18 11:00:00,119.485
2020-11-18 11:10:00,119.2004
2020-11-18 11:20:00,119.13
2020-11-18 11:30:00,119.2699
2020-11-18 11:40:00,119.36
2020-11-18 11:50:00,119.38
2020-11-18 12:00:00,119.505
2020-11-18 12:10:00,119.675
2020-11-18 12:20:00,119.63
2020-11-18 12:30:00,119.574
2020-11-18 12:40:00,119.7657
2020-11-18 12:50:00,119.6164
2020-11-18 13:00:00,119.55
2020-11-18 13:10:00,119.695
2020-11-18 13:20:00,119.545
2020-11-18 13:30:00,119.26
2020-11-18 13:40:00,119.46
2020-11-18 13:50:00,119.26
2020-11-18 14:00:00,119.315
2020-11-18 14:10:00,119.18
2020-11-18 14:20:00,118.94
2020-11-18 14:30:00,119.0293
2020-11-18 14:40:00,119.09
2020-11-18 14:50:00,119.1501
2020-11-18 15:00:00,119.32
2020-11-18 15:10:00,119.4716
2020-11-18 15:20:00,119.36
2020-11-18 15:30:00,119.37
2020-11-18 15:40:00,118.905
2020-11-18 15:50:00,118.62
2020-11-18 16:00:00,118.13
2020-11-19 09:30:00,117.51
2020-11-19 09:40:00,117.0
2020-11-19 09:50:00,117.6
2020-11-19 10:00:00,117.95
2020-11-19 10:10:00,117.89
2020-11-19 10:20:00,117.69
2020-11-19 10:30:00,117.99
2020-11-19 10:40:00,118.24
2020-11-19 10:50:00,118.0399
2020-11-19 11:00:00,117.779
2020-11-19 11:10:00,117.815
2020-11-19 11:20:00,117.8
2020-11-19 11:30:00,118.12
2020-11-19 11:40:00,118.2593
2020-11-19 11:50:00,118.0924
2020-11-19 12:00:00,118.15
2020-11-19 12:10:00,118.255
2020-11-19 12:20:00,118.05
2020-11-19 12:30:00,117.855
2020-11-19 12:40:00,117.95
2020-11-19 12:50:00,117.6599
2020-11-19 13:00:00,117.72
2020-11-19 13:10:00,117.7
2020-11-19 13:20:00,117.68
2020-11-19 13:30:00,117.7808
2020-11-19 13:40:00,117.9699
2020-11-19 13:50:00,117.981
2020-11-19 14:00:00,118.1
2020-11-19 14:10:00,118.0099
2020-11-19 14:20:00,117.979
2020-11-19 14:30:00,118.047
2020-11-19 14:40:00,118.1884
2020-11-19 14:50:00,118.3939
2020-11-19 15:00:00,118.62
2020-11-19 15:10:00,118.563
2020-11-19 15:20:00,118.62
2020-11-19 15:30:00,118.6439
2020-11-19 15:40:00,118.86
2020-11-19 15:50:00,118.71
2020-11-19 16:00:00,118.76
2020-11-20 09:30:00,118.64
2020-11-20 09:40:00,118.02
2020-11-20 09:50:00,118.275
2020-11-20 10:00:00,118.125
2020-11-20 10:10:00,118.37
2020-11-20 10:20:00,118.185
2020-11-20 10:30:00,118.27
2020-11-20 10:40:00,118.3665
2020-11-20 10:50:00,118.5
2020-11-20 11:00:00,118.465
2020-11-20 11:10:00,118.69
2020-11-20 11:20:00,118.51
2020-11-20 11:30:00,118.4408
2020-11-20 11:40:00,118.29
2020-11-20 11:50:00,117.97
2020-11-20 12:00:00,117.98
2020-11-20 12:10:00,118.03
2020-11-20 12:20:00,118.11
2020-11-20 12:30:00,118.19
